trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
12122	2575	0	0	3	1	1	1	1.0	1	2012	8	23	4	6.25	28	0	1	1	19872	4.6511111110000005	1.386388889	0.195277778	0.683333333	0.2	0.133333333	1	1.149444444	5.4	3.89	0.0	0.462784
12158	2584	0	1	1	3	1	5	0.0	1	2012	8	24	5	12.41666667	74	0	1	1	1666	0.3875	0.14	0.1041666669999999	0.0	0.130833333	0.0	0	0.122777778	0.0	0.3	0.0	0.328054
12160	2584	1	1	1	3	1	1	1.0	1	2012	8	24	5	12.41666667	56	1	1	1	1666	0.3875	0.14	0.1041666669999999	0.0	0.130833333	0.0	0	0.122777778	1.5	0.3	0.0	0.328054
12171	2586	0	6	4	5	1	1	1.0	1	2012	8	24	5	17.0	47	1	1	1	4637	1.1525	0.428333333	0.15	0.233333333	0.0	0.0	0	0.276666667	2.4	0.91	0.0	0.547189
12172	2586	0	7	4	3	1	1	1.0	1	2012	8	24	5	20.0	47	1	1	1	4891	1.188333333	0.444444444	0.181388889	0.25	0.0	0.0	0	0.375833333	2.4	1.26	0.0	0.506282
12187	2587	2	0	4	3	2	5	0.0	1	2012	8	24	5	16.75	9	0	0	2	6629	1.613611111	0.505833333	0.134722222	0.0	0.6647222220000001	0.085277778	1	0.3975	0.0	0.98	0.0	0.329839
12219	2594	0	1	3	1	6	1	1.0	1	2012	8	24	5	16.5	24	0	0	0	2137	0.58	0.218055556	0.081944444	0.0	0.3375	0.0	0	0.179166667	1.5	0.44	0.0	0.36124
12223	2597	0	0	1	3	6	1	1.0	1	2012	8	24	5	11.0	24	1	1	0	1060	0.3025	0.101388889	0.130555556	0.0	0.100833333	0.0	0	0.090833333	1.5	0.25	0.0	0.189602
12233	2598	1	1	4	5	1	5	0.0	1	2012	8	24	5	10.33333333	65	1	0	1	3472	0.895833333	0.2625	0.096388889	0.0	0.337777778	0.072222222	1	0.273611111	0.0	0.77	0.0	0.2385789999999999
12235	2598	1	4	4	3	1	5	0.0	1	2012	8	24	5	16.0	65	1	0	1	1157	0.339722222	0.1172222219999999	0.138333333	0.0	0.1066666669999999	0.0	0	0.088055556	0.0	0.26	0.0	0.0883281
12238	2599	0	1	2	1	6	1	1.0	1	2012	8	24	5	20.25	48	0	1	0	11594	2.8236111110000004	0.979166667	0.281666667	0.333333333	0.0	0.1	1	0.7263888890000001	4.09	2.28	0.0	0.564818
12257	2605	0	0	2	1	2	1	1.0	1	2012	8	25	6	10.0	50	0	1	1	2892	0.781388889	0.265555556	0.297777778	0.0	0.218055556	0.0	0	0.295833333	1.5	0.62	0.0	0.446009
12258	2605	0	3	2	1	2	1	1.0	1	2012	8	25	6	17.83333333	50	0	1	1	2892	0.793055556	0.245555556	0.240277778	0.0	0.233333333	0.0	0	0.268333333	1.5	0.56	0.0	0.3850929999999999
12312	2616	2	1	4	3	2	5	0.0	1	2012	8	26	7	20.5	9	0	0	1	1672	0.538611111	0.206111111	0.1913888889999999	0.0	0.138888889	0.0	0	0.1575	0.0	0.33	0.0	0.042328
12323	2618	0	6	4	3	1	5	0.0	1	2012	8	26	7	23.5	68	0	1	1	5628	1.309166667	0.363611111	0.140555556	0.0	0.214166667	0.0	0	0.208611111	0.0	0.81	0.0	0.0612516999999999
12346	2623	4	1	4	3	1	5	0.0	1	2012	8	27	1	12.0	9	1	0	2	1287	0.294166667	0.081111111	0.055277778	0.0	0.068888889	0.0	0	0.067222222	0.0	0.21	0.0	0.0330578
12353	2625	1	1	4	3	1	1	1.0	1	2012	8	27	1	18.5	50	0	1	2	4108	0.965277778	0.3363888889999999	0.404722222	0.166666667	0.0	0.0	0	0.313333333	1.5	0.89	0.0	0.304965
12370	2629	0	3	4	3	2	5	0.0	1	2012	8	27	1	20.58333333	83	0	1	1	10066	2.284166667	0.7283333329999999	0.2469444439999999	0.0	0.496666667	0.133333333	1	0.401111111	0.0	1.23	0.0	0.2576179999999999
12387	2632	1	0	4	3	1	1	1.0	1	2012	8	27	1	13.0	38	0	1	1	6036	1.5766666669999998	0.454444444	0.194166667	0.316666667	0.0	0.1	1	0.413888889	1.9	1.21	0.0	0.308725
12399	2636	0	0	4	3	1	1	1.0	1	2012	8	27	1	10.0	23	0	1	1	3457	0.99	0.251388889	0.226944444	0.0	0.293888889	0.0	0	0.190555556	1.5	0.64	0.0	0.304665
12403	2637	0	0	3	3	6	1	1.0	1	2012	8	27	1	16.0	32	1	0	0	3238	0.785833333	0.2216666669999999	0.125833333	0.0	0.401666667	0.0	0	0.210833333	1.5	0.55	0.0	0.3135699999999999
12410	2639	0	1	1	5	1	5	0.0	1	2012	8	27	1	12.0	69	1	1	2	837	0.226944444	0.083611111	0.128055556	0.0	0.048611111	0.0	0	0.092777778	0.0	0.2	0.0	0.52994
12426	2644	0	1	4	1	6	1	1.0	1	2012	8	28	2	15.0	50	0	1	0	4535	1.329166667	0.391944444	0.203611111	0.0	0.584444444	0.246666667	2	0.354166667	4.5	0.92	0.0	0.420392
12441	2648	0	0	3	1	6	1	1.0	1	2012	8	28	2	8.5	20	0	0	0	4218	1.073055556	0.3958333329999999	0.17	0.166666667	0.0	0.1	1	0.315	2.4	0.79	10.5	0.62963
12445	2649	0	0	3	3	6	5	0.0	1	2012	8	28	2	14.0	66	1	0	0	1830	0.426111111	0.148888889	0.0725	0.0	0.157222222	0.0	0	0.151666667	0.0	0.32	0.0	0.302198
12472	2657	1	0	4	4	1	1	1.0	1	2012	8	29	3	7.5	53	0	1	1	1523	0.427777778	0.134444444	0.115277778	0.0	0.0855555559999999	0.0	0	0.109722222	1.5	0.3	0.0	0.0810126999999999
12477	2657	3	4	3	3	1	1	1.0	1	2012	8	29	3	21.5	18	1	0	1	1807	0.441111111	0.139444444	0.1025	0.0	0.064166667	0.0	0	0.0777777779999999	1.5	0.29	0.0	0.05
12481	2659	0	0	1	3	1	5	0.0	1	2012	8	29	3	9.25	75	0	1	1	665	0.211388889	0.055277778	0.173611111	0.0	0.036111111	0.0	0	0.050833333	0.0	0.15	0.0	0.169399
12503	2663	3	2	4	3	2	3	0.0	1	2012	8	29	3	13.0	12	0	0	2	2288	0.599722222	0.161388889	0.165833333	0.0	0.1225	0.0	0	0.153055556	0.0	0.39	0.0	0.161525
12546	2670	2	1	3	4	6	1	1.0	1	2012	8	30	4	16.66666667	35	1	1	0	9015	2.224722222	0.793333333	0.306944444	0.366666667	0.0	0.0	0	0.729722222	3.5	1.65	10.5	0.5470119999999999
12554	2672	0	1	4	4	1	1	1.0	1	2012	8	30	4	16.5	50	0	1	2	6774	1.7044444440000002	0.530277778	0.308611111	0.0	0.570555556	0.133333333	1	0.431944444	3.0	1.28	0.0	0.269453
12568	2675	1	0	4	3	1	5	0.0	1	2012	8	30	4	15.0	76	1	0	1	9013	2.278055556	0.668055556	0.283055556	0.0	0.612777778	0.1	1	0.454444444	0.0	1.55	0.0	0.268337
12585	2680	1	0	4	1	1	1	1.0	1	2012	8	30	4	7.0	63	0	1	2	7830	2.088888889	0.578055556	0.210277778	0.0	0.557777778	0.083333333	1	0.347222222	3.0	1.39	0.0	0.192
12586	2680	1	1	4	1	1	1	1.0	1	2012	8	30	4	16.0	63	0	1	2	7830	2.128611111	0.599722222	0.366666667	0.0	0.563611111	0.0	0	0.4075	1.5	1.44	0.0	0.269939
12589	2681	3	0	3	1	1	1	1.0	1	2012	8	30	4	7.5	26	0	1	1	13829	3.295277778	1.030555556	0.1275	0.483333333	0.1397222219999999	0.116944444	1	0.845	5.4	2.4	10.5	0.646614
12595	2682	2	0	4	3	1	5	0.0	1	2012	8	30	4	10.0	5	0	0	2	1348	0.343055556	0.12	0.2238888889999999	0.0	0.038055556	0.0	0	0.1016666669999999	0.0	0.26	0.0	0.199454
12598	2683	0	1	3	5	1	1	1.0	1	2012	8	30	4	14.0	50	0	1	2	11372	2.639166667	0.756388889	0.2394444439999999	0.45	0.0	0.2166666669999999	2	0.551111111	4.8	1.94	0.0	0.5252020000000001
12613	2688	0	1	3	5	1	1	1.0	1	2012	8	30	4	16.0	30	0	1	2	6608	1.4816666669999998	0.434166667	0.138055556	0.283333333	0.0	0.0	0	0.323333333	2.9	1.0	0.0	0.282646
12666	2697	2	1	1	3	2	3	0.0	1	2012	8	31	5	18.41666667	13	1	0	2	347	0.243055556	0.0625	0.1925	0.0	0.029166667	0.0	0	0.0502777779999999	0.0	0.15	0.0	0.165746
12670	2698	0	1	3	5	1	1	1.0	1	2012	8	31	5	17.0	42	0	1	1	15795	3.5505555560000004	1.097222222	0.1772222219999999	0.316666667	0.283333333	0.1166666669999999	1	0.967222222	5.5	2.65	10.5	0.712522
12671	2698	0	2	4	3	1	1	1.0	1	2012	8	31	5	20.16666667	42	0	1	1	3656	0.8605555559999999	0.275	0.160277778	0.0	0.358888889	0.0	0	0.236666667	1.5	0.74	0.0	0.143192
12688	2700	3	5	4	3	6	1	1.0	1	2012	8	31	5	21.0	40	1	0	0	4961	1.328333333	0.411388889	0.1030555559999999	0.0	0.536944444	0.13	1	0.366944444	3.0	0.98	0.0	0.567752
12692	2700	5	0	1	3	6	5	0.0	1	2012	8	31	5	14.0	5	0	0	0	1101	0.3075	0.161944444	0.111666667	0.0	0.1	0.0	0	0.090555556	0.0	0.22	0.0	0.404908
12741	2711	1	1	4	3	1	1	1.0	1	2012	9	1	6	14.0	25	0	0	1	8281	2.036111111	0.591666667	0.334722222	0.0	0.6333333329999999	0.0	0	0.368055556	1.5	1.47	0.0	0.255849
12765	2717	0	1	4	3	1	1	1.0	1	2012	9	1	6	10.0	55	1	1	2	988	0.286666667	0.0711111109999999	0.056666667	0.0	0.05	0.0	0	0.061666667	1.5	0.19	0.0	0.1531529999999999
12771	2719	0	0	3	3	6	5	0.0	1	2012	9	1	6	10.5	80	0	0	0	2036	0.493611111	0.141666667	0.050833333	0.0	0.192777778	0.0	0	0.1030555559999999	0.0	0.32	0.0	0.309973
12784	2722	0	1	1	5	1	1	1.0	1	2012	9	1	6	13.33333333	47	1	0	1	784	0.2044444439999999	0.159444444	0.118333333	0.0	0.0525	0.0	0	0.336111111	1.5	0.89	0.0	0.28843
12807	2724	0	2	4	3	1	1	1.0	1	2012	9	2	7	17.25	26	1	0	1	5566	1.395555556	0.418333333	0.260833333	0.25	0.0	0.0	0	0.311666667	2.1	0.98	0.0	0.279857
12835	2730	1	1	4	5	1	5	0.0	1	2012	9	2	7	15.0	38	1	1	1	9743	2.5758333330000003	0.7925	0.021944444	0.0	1.254166667	0.2	1	0.5197222220000001	0.0	1.68	0.0	0.590593
12837	2730	1	3	4	3	1	5	0.0	1	2012	9	2	7	16.5	38	1	1	1	12858	3.1	0.991666667	0.260833333	0.55	0.0	0.1166666669999999	1	0.542222222	0.0	2.01	0.0	0.4405739999999999
12911	2748	1	2	3	3	6	1	1.0	1	2012	9	3	1	11.58333333	26	1	0	0	7185	1.753888889	0.611388889	0.107777778	0.233333333	0.083333333	0.1166666669999999	1	0.5477777779999999	3.9	1.28	10.5	0.648073
12942	2752	0	0	4	3	1	5	0.0	1	2012	9	3	1	12.5	71	0	1	1	3866	0.8694444440000001	0.249722222	0.140555556	0.0	0.166666667	0.0	0	0.1913888889999999	0.0	0.59	0.0	0.36865
12964	2761	0	1	4	4	1	1	0.0	1	2012	9	4	2	13.0	52	1	1	2	1272	0.3458333329999999	0.099722222	0.234166667	0.0	0.068888889	0.0	0	0.098055556	0.0	0.27	0.0	0.235127
12976	2765	0	0	3	3	6	1	1.0	1	2012	9	4	2	8.5	37	1	0	0	1604	0.444444444	0.125833333	0.211111111	0.0	0.1166666669999999	0.0	0	0.154722222	1.5	0.35	0.0	0.5763020000000001
12980	2765	0	4	3	5	6	1	1.0	1	2012	9	4	2	18.5	37	1	0	0	2891	0.667222222	0.1938888889999999	0.0975	0.0	0.214166667	0.0	0	0.149166667	1.5	0.44	0.0	0.238361
12987	2766	0	7	1	3	6	5	0.0	1	2012	9	4	2	17.5	24	0	0	0	530	0.137777778	0.0511111109999999	0.08	0.0	0.041666667	0.0	0	0.041111111	0.0	0.09	0.0	0.364865
12997	2768	0	7	4	1	1	1	1.0	1	2012	9	4	2	18.33333333	41	1	1	1	3213	0.7211111109999999	0.1938888889999999	0.0388888889999999	0.0	0.301111111	0.0	0	0.227777778	1.5	0.56	0.0	0.468293
13006	2768	2	0	4	1	1	1	1.0	1	2012	9	4	2	18.0	19	1	0	1	3213	0.7125	0.2094444439999999	0.031111111	0.0	0.249722222	0.0	0	0.175555556	1.5	0.51	0.0	0.393987
13007	2768	2	1	4	1	1	1	1.0	1	2012	9	4	2	18.33333333	19	1	0	1	3213	0.7211111109999999	0.1938888889999999	0.0388888889999999	0.0	0.301111111	0.0	0	0.227777778	1.5	0.56	0.0	0.468293
13017	2769	2	1	1	5	2	5	0.0	1	2012	9	4	2	8.583333332999999	6	1	0	2	969	0.213611111	0.0675	0.075277778	0.0	0.033333333	0.0	0	0.048611111	0.0	0.12	0.0	0.125714
13025	2771	0	5	4	3	1	1	1.0	1	2012	9	5	3	20.58333333	58	0	1	2	793	0.253611111	0.1030555559999999	0.037222222	0.0	0.033611111	0.0	0	0.041944444	1.5	0.14	0.0	0.00662252
13048	2777	2	0	3	2	2	3	0.0	1	2012	9	5	3	8.0	13	0	0	1	1530	0.373611111	0.1255555559999999	0.163611111	0.0	0.230277778	0.0	0	0.131666667	0.0	0.26	0.0	0.1708859999999999
13049	2777	2	1	1	2	2	3	0.0	1	2012	9	5	3	15.41666667	13	0	0	1	1530	0.375555556	0.111666667	0.151944444	0.0	0.261666667	0.0	0	0.124444444	0.0	0.26	0.0	0.234375
13061	2779	0	1	3	2	6	1	1.0	1	2012	9	5	3	9.166666667	36	1	0	0	6136	1.440277778	0.407777778	0.261944444	0.166666667	0.083333333	0.1	1	0.3802777779999999	3.2	0.98	0.0	0.5493060000000001
13075	2780	1	2	4	3	1	5	0.0	1	2012	9	5	3	17.66666667	7	0	0	2	1062	0.3469444439999999	0.102777778	0.1555555559999999	0.0	0.111111111	0.0	0	0.1166666669999999	0.0	0.33	0.0	0.12619
13095	2784	0	1	4	5	3	1	1.0	1	2012	9	5	3	8.916666667000001	43	1	1	1	4538	1.126388889	0.4094444439999999	0.127777778	0.2	0.0	0.1166666669999999	1	0.374444444	2.9	0.97	0.0	0.738872
13096	2784	0	3	4	5	3	1	1.0	1	2012	9	5	3	14.25	43	1	1	1	4538	1.133611111	0.369722222	0.125277778	0.25	0.0	0.083333333	1	0.3225	2.4	0.87	0.0	0.648579
13110	2785	1	0	3	1	1	1	1.0	1	2012	9	5	3	7.333333333	28	1	1	1	7029	1.652777778	0.528888889	0.191944444	0.25	0.0	0.166666667	1	0.538333333	5.3	1.38	10.5	0.796182
13119	2787	1	2	4	5	6	1	1.0	1	2012	9	5	3	20.0	20	1	0	0	4096	0.982222222	0.304444444	0.203055556	0.133333333	0.0	0.0	0	0.267777778	1.5	0.69	0.0	0.157676
13131	2789	2	2	4	3	6	3	0.0	1	2012	9	5	3	16.5	11	1	0	0	1302	0.287777778	0.075555556	0.084444444	0.0	0.079722222	0.0	0	0.093055556	0.0	0.21	0.0	0.161194
13157	2796	0	1	4	3	1	5	0.0	1	2012	9	6	4	14.66666667	72	0	1	2	2938	0.7063888890000001	0.197222222	0.08	0.0	0.214166667	0.1	1	0.157222222	0.0	0.51	0.0	0.1166079999999999
13158	2797	0	0	3	1	6	1	1.0	1	2012	9	6	4	7.25	20	1	1	0	5385	1.465555556	0.405555556	0.145833333	0.0	0.666666667	0.0	0	0.266111111	1.5	0.9	0.0	0.177453
13189	2806	0	0	3	1	1	1	1.0	1	2012	9	7	5	9.0	32	0	1	1	4865	1.169444444	0.379722222	0.288055556	0.3	0.0	0.0	0	0.325555556	1.7	0.93	0.0	0.539249
13213	2810	4	1	1	5	1	1	1.0	1	2012	9	7	5	19.0	20	0	1	1	2233	0.5247222220000001	0.1913888889999999	0.048333333	0.0	0.2166666669999999	0.0	0	0.224722222	1.5	0.48	0.0	0.6600739999999999
13222	2811	1	3	4	3	2	5	0.0	1	2012	9	7	5	1.0	23	1	1	1	5137	1.2438888890000002	0.4008333329999999	0.176666667	0.0	0.494444444	0.081388889	1	0.2225	0.0	0.69	0.0	0.184769
13229	2812	1	0	3	3	6	1	1.0	1	2012	9	7	5	6.5	30	1	1	0	13844	3.274166667	0.979166667	0.259166667	0.333333333	0.0	0.15	1	0.6891666670000001	2.9	2.1	0.0	0.539299
13246	2818	0	1	4	1	1	1	1.0	1	2012	9	7	5	18.0	52	1	1	1	2780	0.661666667	0.2444444439999999	0.1186111109999999	0.0	0.192777778	0.0	0	0.19	1.5	0.5	0.0	0.20614
13277	2823	3	1	3	5	1	1	1.0	1	2012	9	7	5	17.0	26	0	1	1	8616	2.030555556	0.645555556	0.127222222	0.283333333	0.068888889	0.1166666669999999	1	0.5841666670000001	4.8	1.51	0.0	0.682834
13279	2823	5	0	4	2	1	3	0.0	1	2012	9	7	5	7.75	12	1	0	1	3395	0.847777778	0.317777778	0.204166667	0.0	0.381111111	0.1	1	0.275277778	0.0	0.75	0.0	0.3511599999999999
13291	2827	0	1	1	2	1	1	1.0	1	2012	9	7	5	8.683333333	37	0	1	2	703	0.2047222219999999	0.0575	0.145555556	0.0	0.033333333	0.0	0	0.069722222	1.5	0.18	0.0	0.179283
13297	2827	1	3	4	2	6	1	1.0	1	2012	9	7	5	15.08333333	34	1	1	2	703	0.216111111	0.075	0.165555556	0.0	0.037222222	0.0	0	0.0627777779999999	1.5	0.16	0.0	0.128319
13300	2827	2	0	4	2	2	5	0.0	1	2012	9	7	5	8.0	8	0	0	2	2591	0.6577777779999999	0.198333333	0.177777778	0.0	0.355	0.078055556	1	0.210555556	0.0	0.47	0.0	0.486807
13314	2831	0	0	4	3	1	1	1.0	1	2012	9	8	6	10.0	39	0	1	2	6117	1.487222222	0.449444444	0.318888889	0.0	0.472777778	0.0	0	0.277777778	1.5	0.94	0.0	0.422
13333	2836	0	1	3	5	6	5	0.0	1	2012	9	8	6	11.5	59	0	0	0	1866	0.438611111	0.149166667	0.081666667	0.0	0.127777778	0.0	0	0.133611111	0.0	0.31	0.0	0.390852
13373	2843	1	0	4	3	2	1	1.0	1	2012	9	8	6	9.5	32	0	1	1	5270	1.336666667	0.406111111	0.273333333	0.133333333	0.114444444	0.1	1	0.322777778	3.0	0.83	0.0	0.286575
13396	2847	0	0	3	3	6	1	1.0	1	2012	9	8	6	10.5	23	1	0	0	1636	0.4625	0.161944444	0.173611111	0.033333333	0.0	0.0	0	0.223055556	1.5	0.55	0.0	0.261519
13408	2847	2	3	3	3	6	1	1.0	1	2012	9	8	6	21.0	24	1	1	0	5232	1.234444444	0.344722222	0.203333333	0.133333333	0.0	0.0	0	0.344166667	1.5	0.88	0.0	0.527845
13432	2851	0	0	3	3	6	5	0.0	1	2012	9	9	7	11.0	26	0	0	0	3305	0.7013888890000001	0.210833333	0.090555556	0.0	0.313055556	0.0841666669999999	1	0.157222222	0.0	0.49	0.0	0.340989
13460	2855	0	2	3	3	6	1	1.0	1	2012	9	9	7	15.0	28	1	0	0	15579	3.773888889	1.148611111	0.1694444439999999	0.566666667	0.2125	0.233333333	2	0.624444444	4.3	2.17	0.0	0.5934159999999999
13471	2857	0	2	4	3	1	1	1.0	1	2012	9	9	7	20.0	34	1	1	1	6033	1.4725	0.429444444	0.166388889	0.0	0.448055556	0.0	0	0.3275	1.5	1.06	0.0	0.29771
13474	2857	1	1	4	3	1	1	1.0	1	2012	9	9	7	23.0	38	0	0	1	6033	1.476944444	0.4502777779999999	0.186111111	0.0	0.379722222	0.0	0	0.2919444439999999	1.5	0.98	0.0	0.1208369999999999
13476	2858	0	1	4	2	2	1	1.0	1	2012	9	9	7	9.0	36	1	1	2	1407	0.380833333	0.126388889	0.215277778	0.033333333	0.0	0.0	0	0.092777778	1.5	0.26	0.0	0.0299401
13485	2861	0	0	3	3	1	1	1.0	1	2012	9	9	7	10.5	31	1	1	1	2673	0.644166667	0.229444444	0.193333333	0.083333333	0.0	0.0	0	0.166388889	2.4	0.48	0.0	0.45576
13512	2868	0	2	4	5	1	1	1.0	1	2012	9	9	7	14.25	31	0	1	2	7036	1.721944444	0.549166667	0.1555555559999999	0.066666667	0.1938888889999999	0.25	2	0.3825	4.5	1.19	0.0	0.5337689999999999
13514	2869	0	4	4	3	2	1	1.0	1	2012	9	9	7	19.58333333	53	0	1	2	1194	0.308055556	0.108055556	0.213611111	0.0	0.041944444	0.0	0	0.083055556	1.5	0.22	0.0	0.0167224
13524	2873	0	0	4	3	1	5	0.0	1	2012	9	10	1	11.0	85	1	0	1	3778	0.979444444	0.2713888889999999	0.296388889	0.0	0.229722222	0.0	0	0.2163888889999999	0.0	0.7	0.0	0.0577663999999999
13547	2877	1	2	4	3	1	1	1.0	1	2012	9	10	1	18.0	40	0	1	1	3909	0.915833333	0.288611111	0.094166667	0.166666667	0.0	0.0	0	0.302777778	2.4	0.78	0.0	0.553211
13566	2883	0	5	4	3	6	5	0.0	1	2012	9	10	1	19.0	71	1	0	0	3506	0.8352777779999999	0.248333333	0.1397222219999999	0.0	0.291666667	0.0	0	0.256111111	0.0	0.67	0.0	0.47397
13570	2884	2	1	1	3	6	1	1.0	1	2012	9	10	1	16.25	34	1	0	0	1774	0.3727777779999999	0.111388889	0.0511111109999999	0.0	0.15	0.0	0	0.118333333	1.5	0.27	0.0	0.4413149999999999
13585	2889	1	0	3	3	1	5	0.0	1	2012	9	10	1	12.0	63	1	0	1	2539	0.6269444439999999	0.1825	0.260555556	0.0	0.132222222	0.0	0	0.130833333	0.0	0.41	0.0	0.157113
13591	2891	0	3	3	1	1	5	0.0	1	2012	9	10	1	16.41666667	27	0	1	1	8152	1.98	0.563611111	0.168888889	0.0	0.820555556	0.1	1	0.576111111	0.0	1.53	0.0	0.476856
13601	2892	2	2	1	3	6	5	0.0	1	2012	9	10	1	13.66666667	26	1	1	0	436	0.127777778	0.032222222	0.113611111	0.0	0.016666667	0.0	0	0.0425	0.0	0.09	0.0	0.130719
13637	2897	0	0	3	4	6	5	0.0	1	2012	9	11	2	9.0	67	0	0	0	2748	0.6786111109999999	0.341666667	0.215277778	0.0	0.276666667	0.0	0	0.308611111	0.0	0.63	10.5	0.684968
13653	2900	3	0	4	3	1	5	0.0	1	2012	9	11	2	19.16666667	7	1	0	1	1751	0.408888889	0.106111111	0.073055556	0.0	0.133333333	0.0	0	0.123611111	0.0	0.33	0.0	0.285393
13686	2904	1	1	3	1	6	1	1.0	1	2012	9	11	2	17.33333333	36	0	0	0	5244	1.136111111	0.4302777779999999	0.252222222	0.15	0.0	0.0	0	0.434166667	2.4	0.95	10.5	0.653231
13696	2907	0	0	4	1	1	1	1.0	1	2012	9	11	2	7.833333333	43	1	1	2	1164	0.311944444	0.114166667	0.114166667	0.0	0.055277778	0.0	0	0.091388889	1.5	0.23	0.0	0.121581
13704	2908	0	0	1	3	6	1	1.0	1	2012	9	11	2	6.5	55	1	1	0	1117	0.294166667	0.1041666669999999	0.081944444	0.0	0.114444444	0.0	0	0.078611111	1.5	0.22	0.0	0.0883391999999999
13724	2909	2	0	1	2	2	5	0.0	1	2012	9	11	2	8.583333332999999	9	1	0	2	971	0.211111111	0.073888889	0.092777778	0.0	0.05	0.0	0	0.076666667	0.0	0.15	0.0	0.5942029999999999
13727	2910	0	1	3	4	6	1	1.0	1	2012	9	11	2	16.0	28	1	1	0	10261	2.452222222	0.892222222	0.1425	0.2	0.2	0.1166666669999999	1	0.779444444	5.0	1.82	10.5	0.653243
13729	2911	0	4	4	3	1	1	1.0	1	2012	9	11	2	13.33333333	41	1	1	2	1057	0.328333333	0.0991666669999999	0.164166667	0.0	0.090833333	0.0	0	0.1125	1.5	0.3	0.0	0.31358
13734	2912	0	1	4	5	2	1	1.0	1	2012	9	11	2	11.25	41	1	1	1	5329	1.289444444	0.426944444	0.138611111	0.15	0.254722222	0.1166666669999999	1	0.39	3.0	0.88	0.0	0.38604
13737	2912	1	3	3	5	2	1	1.0	1	2012	9	11	2	17.5	33	0	1	1	2300	0.528055556	0.213611111	0.097222222	0.0	0.31	0.0	0	0.246666667	1.5	0.55	0.0	0.394144
13738	2912	1	5	1	3	2	1	1.0	1	2012	9	11	2	20.5	33	0	1	1	669	0.183611111	0.061666667	0.100277778	0.0	0.046388889	0.0	0	0.064444444	1.5	0.14	0.0	0.215517
13741	2913	0	2	1	3	1	5	0.0	1	2012	9	11	2	12.5	80	1	1	1	381	0.092777778	0.036944444	0.081111111	0.0	0.0125	0.0	0	0.045555556	0.0	0.11	0.0	0.371951
13759	2919	0	2	3	3	1	5	0.0	1	2012	9	12	3	15.66666667	77	1	1	1	16798	3.965833333	1.3075	0.101944444	0.25	0.3852777779999999	0.1166666669999999	1	1.063055556	0.0	2.96	0.0	0.488633
13790	2927	1	1	2	5	1	1	1.0	1	2012	9	12	3	8.433333333	42	0	1	1	1945	0.523611111	0.215555556	0.134722222	0.0	0.2	0.0	0	0.1988888889999999	1.5	0.48	10.5	0.632682
13793	2927	1	4	2	5	1	1	1.0	1	2012	9	12	3	17.75	42	0	1	1	1975	0.51	0.188611111	0.209166667	0.1	0.0	0.0	0	0.228333333	2.4	0.51	10.5	0.8272510000000001
13812	2930	0	3	3	2	6	1	1.0	1	2012	9	12	3	14.0	30	1	0	0	12593	2.921111111	0.931666667	0.227777778	0.4	0.0	0.1166666669999999	1	0.561944444	1.9	2.11	0.0	0.3326739999999999
13821	2933	0	1	4	3	2	1	1.0	1	2012	9	12	3	15.83333333	58	0	1	2	1619	0.392222222	0.129722222	0.170555556	0.0	0.0975	0.0	0	0.095277778	1.5	0.23	0.0	0.431487
13831	2939	1	0	3	4	1	5	0.0	1	2012	9	13	4	7.0	69	0	1	1	7690	1.7752777780000002	0.5397222220000001	0.358333333	0.2666666669999999	0.0	0.0	0	0.59	0.0	1.46	0.0	0.541902
13849	2942	0	2	4	3	1	1	1.0	1	2012	9	13	4	9.5	42	1	1	1	2185	0.591388889	0.199444444	0.371111111	0.05	0.0	0.0	0	0.193333333	1.9	0.58	0.0	0.386494
13861	2942	3	2	1	3	1	5	0.0	1	2012	9	13	4	17.66666667	5	0	0	1	741	0.2238888889999999	0.068611111	0.133611111	0.0	0.0258333329999999	0.0	0	0.045833333	0.0	0.14	0.0	0.1212119999999999
13873	2944	0	4	3	3	6	1	1.0	1	2012	9	13	4	18.0	53	1	1	0	747	0.1866666669999999	0.056666667	0.034166667	0.0	0.083333333	0.0	0	0.064722222	1.5	0.14	0.0	0.351931
13876	2945	0	0	3	3	6	5	0.0	1	2012	9	14	5	13.0	69	0	0	0	1584	0.364166667	0.136666667	0.254444444	0.0	0.111111111	0.0	0	0.084444444	0.0	0.24	0.0	0.105263
13881	2945	1	3	3	3	6	5	0.0	1	2012	9	14	5	15.83333333	69	1	0	0	1158	0.312222222	0.091944444	0.1005555559999999	0.0	0.093611111	0.0	0	0.083333333	0.0	0.21	0.0	0.253333
13889	2948	0	1	1	5	1	4	1.0	1	2012	9	14	5	13.0	28	1	1	2	272	0.065833333	0.022777778	0.025	0.0	0.03	0.0	0	0.023888889	1.5	0.05	10.5	0.267442
13895	2949	0	0	2	1	6	1	1.0	1	2012	9	14	5	8.0	39	0	1	0	6325	1.591666667	0.5744444439999999	0.304166667	0.35	0.0	0.083333333	1	0.5277777779999999	2.9	1.22	0.0	0.510526
